-1.442518309906802756e+02,2.209187032371593773e+01
-1.612894318259211275e+02,3.708543895591784434e+01
-1.427033464759506955e+02,1.437989941593922794e+01
-1.440085477194413670e+02,3.799627473980548586e+01
-1.528226461376930558e+02,3.542549079078781915e+01
-1.241435528588405361e+02,2.596806061693094136e+01
-1.456734237052707499e+02,1.155658197282455646e+01
-1.595516519395932846e+02,1.701828534900509737e+01
-1.314496873074190262e+02,3.497488831353651051e+01
-1.638585834283729810e+02,1.480177496151758909e+01
-1.547173221837365986e+02,2.414730603826369304e+01
-1.536129315737065326e+02,1.795839905526936775e+01
-1.601076860256399073e+02,2.558071047933760767e+01
-1.566875098831248465e+02,3.242610886143386040e+01
-1.389201716660680859e+02,2.756801733012267874e+01
-1.543737492658084420e+02,1.915481654107974663e+01
-1.478039200967036209e+02,3.128863292040596278e+01
-1.425406750831546390e+02,2.955771634550562865e+01
-1.528652220254577401e+02,2.693319551227736497e+01
-1.584933408327792961e+02,1.631490782021708696e+01
-1.605640258133357463e+02,3.805142553084841950e+01
-1.511783156802972314e+02,2.382382690886266019e+01
-1.387212405344749300e+02,3.766820530936192313e+01
-1.452113484875004588e+02,3.104815622725522317e+01
-1.449368090406373710e+02,6.007302130308397636e+01
-1.547248216209084433e+02,3.252097979500998548e+01
-1.518336304940395394e+02,2.868732236784578760e+01
-1.544083459503236213e+02,6.728349289389790044e+00
-1.402892007270255021e+02,2.693512800051627565e+01
-1.412319821414112937e+02,4.585880972424835988e+01
-1.597601192450729854e+02,1.150362289993348774e+01
-1.454733217978252071e+02,3.787416063399818000e+01
-1.539088342130594071e+02,3.136630284457969609e+01
-1.451216631281237426e+02,2.434650541921644162e+01
-1.400873250684984725e+02,-1.503151750907463224e+00
-1.460570354830975930e+02,1.977610547146533904e+01
-1.482732214587100259e+02,5.028347256455276693e+00
-1.366293493877194862e+02,2.438747563994528633e+01
-1.496498996494260894e+02,2.636368291321326751e+01
-1.485300265414859950e+02,1.951306995505796493e+01
-1.475863647192861379e+02,2.277026593358769446e+01
-1.552965167196381344e+02,2.126974682844905828e+01
-1.285007032793089650e+02,1.093920884532159121e+01
-1.444131805578314527e+02,1.156854183682810167e+01
-1.474596080749204532e+02,2.841636855417523577e+01
-1.501674032488521675e+02,3.213602179623980959e+01
-1.486270554654242346e+02,1.570483877686580243e+01
-1.556177301781101221e+02,1.204175973957049450e+01
-1.520384642824622858e+02,4.034571627531614268e+01
