1.806279215686458429e+03,2.285073592382376773e+03
1.229211799005588318e+03,3.181243703312519528e+02
2.095908939796551294e+03,1.578727732619532844e+03
8.484503658037664309e+02,2.120599482078830533e+03
3.046352572715485394e+02,1.927777214424655767e+03
1.696249779738643610e+03,1.626528011889207619e+03
1.539715722296297713e+02,4.397479321099953609e+02
1.560605439845484398e+03,9.313161762376928436e+02
2.489321096533861692e+03,1.519919534140095038e+03
2.188478746262774166e+03,1.081801008698683518e+03
1.725979950649040575e+03,2.437167434657571448e+03
7.752897493883409652e+02,1.021027153095423728e+03
2.413436852215934778e+03,1.287834003063231648e+03
1.732427066367370799e+03,2.491683039805175667e+03
3.920185041053458974e+01,1.289238582839550645e+03
1.880673264802021265e+02,2.332827246659791854e+03
2.362342979608913993e+03,7.187897816443725105e+02
1.233289955236970627e+03,6.261642721633337487e+02
3.431961863201438145e+00,5.027935487640700103e+02
2.204008243016462075e+03,3.249516402699187267e+01
1.328637761684462475e+03,1.117322258395716972e+03
1.624341023633174473e+03,8.190481918419131944e+02
6.361456503654735570e+02,1.947059019898937095e+03
8.663672633515853931e+02,4.595267296126995120e+02
9.337093597592985361e+02,1.464184605168030203e+03
1.470199551835141278e+02,1.535977055162759598e+03
5.623711068520178742e+02,1.945379095060572126e+03
1.764283805797262858e+03,1.039683386739606476e+03
1.388450608291716890e+03,5.615148694183261568e+02
1.140723341102170252e+03,2.082975552402669564e+03
1.339679153269667495e+03,1.224878769575120486e+03
3.468798908223863577e+02,2.639858259437910419e+02
2.207729196659676290e+03,9.730972817870756444e+02
4.208296852827916723e+02,1.249827842839806863e+03
7.900213810143658293e+02,1.596278711448600689e+03
2.048636226403566525e+03,5.075029561085808609e+02
1.843491918297791017e+03,1.984595744724083033e+03
1.642646896225626278e+03,6.797304418490946318e+02
1.787890078382512911e+03,9.612898073185413068e+02
3.390648617404143579e+02,1.102030657478794410e+03
2.011598264423050978e+03,2.214527160146539700e+03
8.589388620887841626e+02,7.861543706896484309e+02
2.245928987193930880e+03,4.414837355889986270e+02
1.861472474747240767e+03,1.250232189150121712e+03
1.229639094597456960e+03,1.076808137929479926e+03
8.397646949611317950e+02,1.051288241628531352e+02
2.467226904357634339e+03,1.528105055019176007e+03
1.244903918661869966e+03,5.821045644608000202e+02
9.343934260102163307e+02,9.857174917845957225e+02
4.553327625965328025e+02,9.316331285340964996e+02
1.514906122809444696e+03,1.679182173127687747e+03
1.084691642085124386e+03,2.186145598362978944e+03
9.977181721459757000e+02,6.037318639563940224e+02
2.516254539228393696e+02,1.347166693981998833e+03
2.279261056366724915e+03,1.063751505602723228e+03
1.999583843437444330e+03,1.497750502285472066e+03
2.299880930971370674e+02,1.829127668711983233e+03
4.071304510079481815e+02,2.357639088036697558e+03
5.810834592238156802e+02,2.473058794153100280e+03
1.883615733718474075e+03,1.260162676899598637e+03
1.750573385794249361e+03,2.023578714375501306e+02
1.513476135934340618e+03,5.994038736181956040e+01
1.843239637439242870e+03,7.776874245501278438e+02
2.146053546262997315e+03,2.347817344105086704e+03
1.035792922014979922e+03,4.629532058792804037e+02
2.110446070193825562e+03,1.322242140188153826e+03
3.162026137457418713e+02,1.182406747679361843e+03
6.745304356840775881e+02,1.576753705265374037e+03
1.083836797846331137e+03,1.569012723482343574e+02
1.470375891312854264e+03,1.509800271812579922e+03
2.415124509866109577e+02,5.692618992772124642e+01
1.359632758993554944e+03,1.805683297981256146e+03
9.033355445205903607e+02,2.063098074496708136e+02
1.313128996832605253e+03,4.961854030466833478e+02
1.725219675718843064e+03,2.333906188314252176e+03
7.726131287584730956e+01,2.352818873352499395e+03
2.124194781885839802e+03,1.942718474089724623e+02
3.498045946063810447e+02,5.179041697725949689e+02
2.136733197050872604e+03,2.436959071916548965e+03
2.479060616858352205e+03,1.172988710721434273e+02
1.087436241935882435e+03,1.716626351127618136e+03
2.305807381858095596e+03,1.124883637106043125e+03
1.606625339613951837e+03,2.295001734431837576e+03
7.585475290855583808e+02,2.310371926236554827e+03
1.287687982992829916e+02,9.097643950157993231e+02
1.047874129717876485e+03,1.450598513904812535e+03
1.375089666965837750e+03,2.669385168786500344e+02
2.003250479266399680e+02,1.843694686445634034e+03
2.186198211446395362e+03,2.237995219606824321e+03
1.116260605230897681e+03,1.014830535070495330e+03
2.267771406696755093e+03,1.752183881131849603e+03
5.756573543055104665e+02,1.582886216253153179e+03
2.358178966449976087e+03,1.375413301133973505e+02
