-6.440874887642974045e+01,-1.955006241210301710e+02
-4.747424477239309937e+01,-1.849107316624342729e+02
-4.964573995024354502e+01,-1.697394119868201869e+02
-5.693061478882032134e+01,-1.799345750768588630e+02
-5.716791929433628638e+01,-2.036731223476266166e+02
-6.302197053142899819e+01,-1.835470674925386447e+02
-3.642633533680128011e+01,-1.909429921134548920e+02
-5.262494823889902307e+01,-1.973463471270846128e+02
-4.915278739460124768e+01,-1.996840480567513794e+02
-5.260006964969673504e+01,-1.845781047153597569e+02
-4.486093987825302776e+01,-1.997212416938425861e+02
-5.239977704008327919e+01,-1.894967642695574170e+02
-5.657163861588590947e+01,-1.886632839955904615e+02
-5.302752617399973190e+01,-1.902498542828152779e+02
-5.748973618689491616e+01,-2.047559569994589310e+02
-6.121310664814251368e+01,-1.821424865655290830e+02
-4.900645149223855412e+01,-1.901287650593914691e+02
-3.753695069632355796e+01,-2.045872419538766849e+02
-4.623750391946702365e+01,-1.834357995359897302e+02
-5.269675458620745445e+01,-1.978888896898202177e+02
-5.134315585262260129e+01,-2.131592580962458214e+02
-6.749722082483694408e+01,-1.877397999478965289e+02
-5.262330958183547125e+01,-2.029454097097953422e+02
-6.725105966436551341e+01,-1.879301504555312476e+02
-5.172816405882716140e+01,-1.759667334774317169e+02
-5.755574005849192787e+01,-2.053756921649094522e+02
-7.207637416701582822e+01,-1.815857414352107924e+02
-5.430928889596118836e+01,-1.855065272617358119e+02
-6.204322620148211342e+01,-2.030274507239707873e+02
-5.703765245090433922e+01,-1.838730968684511708e+02
-6.164381495671801048e+01,-1.838722308800041674e+02
-6.612451281436105432e+01,-1.932700587637590104e+02
-4.925400119575794378e+01,-1.882385258248744719e+02
-4.377707646343665004e+01,-1.843615155767802207e+02
-5.110871415538846918e+01,-1.901287654244634098e+02
-5.720227707584187016e+01,-1.843595171468662386e+02
-5.084215005987813640e+01,-1.780672721688461024e+02
-4.529581257335248523e+01,-1.952777428779958768e+02
-5.170053580497706491e+01,-1.863365674333886091e+02
-6.945776352481624372e+01,-1.884408589946885400e+02
-5.649063330330112365e+01,-1.868964234578689911e+02
-4.954308704103066674e+01,-1.902569866419595712e+02
-5.149362484818818331e+01,-2.009171705694298282e+02
-5.093471573819220310e+01,-1.800167564508963096e+02
-6.165834871712612397e+01,-1.954737534187254653e+02
-3.926676459318674972e+01,-2.014100043656217167e+02
-6.368418910744964734e+01,-1.808178215623484562e+02
-5.757943721426449457e+01,-1.886474372645769222e+02
-4.465058812914286079e+01,-1.714477787010768566e+02
-5.716558348100710418e+01,-1.837353790779277176e+02
-3.021464297349897521e+01,-1.894418049313453309e+02
-5.646017030903068701e+01,-1.755833311445811376e+02
-4.954614134506091716e+01,-1.939813566747038465e+02
-5.262581911467205487e+01,-1.981383213748840149e+02
-3.892044564022738484e+01,-1.854928715309263509e+02
-6.667649900654161854e+01,-1.757930937907865143e+02
-5.478209485498314990e+01,-1.950926986012423470e+02
-5.837545214960827877e+01,-1.805602338674902683e+02
-6.157741694080618089e+01,-1.724624633528524669e+02
-5.228029622521841446e+01,-2.043240932969191590e+02
-5.667132043961997567e+01,-1.896303161018737171e+02
-6.950355291607641561e+01,-2.109851917160452217e+02
-4.502077589838530969e+01,-1.734500749083446749e+02
-8.001924941410477743e+01,-1.789982544261799831e+02
-4.443588551024841848e+01,-1.787690245826905482e+02
-5.228365608430275557e+01,-1.833099690947353793e+02
-5.521857742652213830e+01,-1.661238072695948631e+02
-5.685214007564480454e+01,-1.909012171339777240e+02
-4.884701112223582697e+01,-1.972040127321931493e+02
